league,name,position,team,description,line_score,stat_type,flash_sale_line_score,is_promo,start_time,updated_at
NBA,Dillon Brooks,G-F,MEM,GSW,3,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:39:33-05:00
NBA,Dillon Brooks,G-F,MEM,GSW,2.5,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA,Klay Thompson,G,GSW,MEM,3.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:39:33-05:00
NBA,Klay Thompson,G,GSW,MEM,21.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:18:35-05:00
NBA1H,Klay Thompson,G,GSW,MEM 1st Half,10.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:22:26-05:00
NBA,Klay Thompson,G,GSW,MEM,2.5,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA,Jaren Jackson Jr.,F-C,MEM,GSW,15.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T17:20:35-05:00
NBA1H,Jaren Jackson Jr.,F-C,MEM,GSW 1st Half,7.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T17:20:35-05:00
NBA,Desmond Bane,G,MEM,GSW,3,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA,Desmond Bane,G,MEM,GSW,3.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:39:33-05:00
NBA,Kevon Looney,C-F,GSW,MEM,7.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:18:35-05:00
NBA1H,Kevon Looney,C-F,GSW,MEM 1st Half,3.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:32:43-05:00
NBA,Kevon Looney,C-F,GSW,MEM,2.5,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA,Kevon Looney,C-F,GSW,MEM,7.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:39:33-05:00
NBA,Jaren Jackson Jr.,F-C,MEM,GSW,6.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:42:24-05:00
NBA,Steven Adams,C,MEM,GSW,7.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T17:20:35-05:00
NBA1H,Steven Adams,C,MEM,GSW 1st Half,4.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T17:20:35-05:00
NBA,Donte DiVincenzo,G,GSW,MEM,10.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:19:28-05:00
NBA1H,Donte DiVincenzo,G,GSW,MEM 1st Half,5.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:22:48-05:00
NBA,Brandon Clarke,F,MEM,GSW,5.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:42:47-05:00
NBA,Desmond Bane,G,MEM,GSW,18.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:20:35-05:00
NBA,Donte DiVincenzo,G,GSW,MEM,5.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:42:47-05:00
NBA,Donte DiVincenzo,G,GSW,MEM,4,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA1H,Desmond Bane,G,MEM,GSW 1st Half,9.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:21:28-05:00
NBA,Santi Aldama,F-C,MEM,GSW,4,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:39:33-05:00
NBA,Steven Adams,C,MEM,GSW,9.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:42:07-05:00
NBA1H,Brandon Clarke,F,MEM,GSW 1st Half,4.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:20:44-05:00
NBA,Brandon Clarke,F,MEM,GSW,9.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:20:36-05:00
NBA,Tyus Jones,G,MEM,GSW,3.5,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA,Santi Aldama,F-C,MEM,GSW,6.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:20:36-05:00
NBA,Tyus Jones,G,MEM,GSW,7.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:20:36-05:00
NBA1H,Tyus Jones,G,MEM,GSW 1st Half,3.5,Points,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:40:09-05:00
NBA,Ja Morant,G,MEM,GSW,5.5,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:45:28-05:00
NBA,Jordan Poole,G,GSW,MEM,5.5,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:53:19-05:00
NBA,Dillon Brooks,G-F,MEM,GSW,2,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:56:39-05:00
NBA,Klay Thompson,G,GSW,MEM,0.5,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:45:13-05:00
NBA,Jaren Jackson Jr.,F-C,MEM,GSW,3.5,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:53:02-05:00
NBA,Draymond Green,F,GSW,MEM,0.5,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:54:03-05:00
NBA,Steven Adams,C,MEM,GSW,0.5,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:54:27-05:00
NBA,Kevon Looney,C-F,GSW,MEM,1,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:49:46-05:00
NBA,Desmond Bane,G,MEM,GSW,3,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:46:35-05:00
NBA,Brandon Clarke,F,MEM,GSW,1.5,Free Throws Made,,False,2022-12-25T20:00:00-05:00,2022-12-24T16:48:26-05:00
NBA1H,Nikola Jokic,C,DEN,PHX 1st Half,12.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T00:50:53-05:00
NBA,Nikola Jokic,C,DEN,PHX,25.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T00:44:21-05:00
NBA,Aaron Gordon,F,DEN,PHX,16.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T16:07:18-05:00
NBA1H,Aaron Gordon,F,DEN,PHX 1st Half,8.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T05:22:59-05:00
NBA,Jamal Murray,G,DEN,PHX,19.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T12:17:59-05:00
NBA,Michael Porter Jr.,F,DEN,PHX,15.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T05:19:30-05:00
NBA1H,Jamal Murray,G,DEN,PHX 1st Half,9.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T00:48:18-05:00
NBA1H,Michael Porter Jr.,F,DEN,PHX 1st Half,7.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T06:44:52-05:00
NBA,Kentavious Caldwell-Pope,G,DEN,PHX,11,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T16:07:42-05:00
NBA1H,Kentavious Caldwell-Pope,G,DEN,PHX 1st Half,5.5,Points,,False,2022-12-25T22:40:00-05:00,2022-12-24T05:22:59-05:00
NFL2H,Gardner Minshew,QB,PHI,DAL 2nd Half,111.5,Pass Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:25:51-05:00
NFL2H,Gardner Minshew,QB,PHI,DAL 2nd Half,6,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:28:39-05:00
NFL2H,Dak Prescott,QB,DAL,PHI 2nd Half,130.5,Pass Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T17:38:13-05:00
NFL2H,Dak Prescott,QB,DAL,PHI 2nd Half,8,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T17:38:13-05:00
NFL2H,Miles Sanders,RB,PHI,DAL 2nd Half,32.5,Rush Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:26:08-05:00
NFL2H,Miles Sanders,RB,PHI,DAL 2nd Half,6.5,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:26:35-05:00
NFL2H,Ezekiel Elliott,RB,DAL,PHI 2nd Half,6,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:28:15-05:00
NFL2H,Ezekiel Elliott,RB,DAL,PHI 2nd Half,30.5,Rush Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:26:29-05:00
NBA,Nikola Jokic,C,DEN,PHX,5.5,Free Throws Made,,False,2022-12-25T22:30:00-05:00,2022-12-24T17:04:47-05:00
NFL2H,A.J. Brown,WR,PHI,DAL 2nd Half,34.5,Receiving Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:26:46-05:00
NFL2H,A.J. Brown,WR,PHI,DAL 2nd Half,7.5,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:27:14-05:00
NFL2H,Tony Pollard,RB,DAL,PHI 2nd Half,7.5,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:27:29-05:00
NFL2H,Tony Pollard,RB,DAL,PHI 2nd Half,29.5,Rush Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:26:28-05:00
NBA,Aaron Gordon,F,DEN,PHX,2.5,Free Throws Made,,False,2022-12-25T22:30:00-05:00,2022-12-24T16:58:19-05:00
NFL2H,CeeDee Lamb,WR,DAL,PHI 2nd Half,8,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T17:38:46-05:00
NFL2H,DeVonta Smith,WR,PHI,DAL 2nd Half,22.5,Receiving Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T17:39:18-05:00
NFL2H,CeeDee Lamb,WR,DAL,PHI 2nd Half,45.5,Receiving Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T17:38:46-05:00
NFL2H,DeVonta Smith,WR,PHI,DAL 2nd Half,6,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T17:39:18-05:00
NBA,Jamal Murray,G,DEN,PHX,2.5,Free Throws Made,,False,2022-12-25T22:30:00-05:00,2022-12-24T17:01:16-05:00
NFL2H,Michael Gallup,WR,DAL,PHI 2nd Half,3.5,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:29:27-05:00
NFL2H,Dallas Goedert,TE,PHI,DAL 2nd Half,20.5,Receiving Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:27:12-05:00
NFL2H,Michael Gallup,WR,DAL,PHI 2nd Half,16.5,Receiving Yards,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:28:43-05:00
NFL2H,Dallas Goedert,TE,PHI,DAL 2nd Half,5,Fantasy Score,,False,2022-12-24T18:15:00-05:00,2022-12-24T16:29:10-05:00
NBA,Michael Porter Jr.,F,DEN,PHX,1.5,Free Throws Made,,False,2022-12-25T22:30:00-05:00,2022-12-24T16:57:39-05:00
NBA,Kentavious Caldwell-Pope,G,DEN,PHX,0.5,Free Throws Made,,False,2022-12-25T22:30:00-05:00,2022-12-24T16:58:19-05:00
NFL,Derek Carr,QB,LV,PIT,217.5,Pass Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T13:30:16-05:00
NFL,Derek Carr,QB,LV,PIT,3.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:42:58-05:00
NFL,Derek Carr,QB,LV,PIT,0.5,INT,,False,2022-12-24T20:15:00-05:00,2022-12-23T13:54:30-05:00
NFL,Derek Carr,QB,LV,PIT,222.5,Pass+Rush Yds,,False,2022-12-24T20:15:00-05:00,2022-12-23T14:32:37-05:00
NFL1H,Derek Carr,QB,LV,PIT 1st Half,7,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL1H,Derek Carr,QB,LV,PIT 1st Half,108.5,Pass Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T13:30:16-05:00
NFL,Derek Carr,QB,LV,PIT,15.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL1H,Kenny Pickett,QB,PIT,LV 1st Half,6,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T14:11:13-05:00
NFL,Kenny Pickett,QB,PIT,LV,202.5,Pass+Rush Yds,,False,2022-12-24T20:15:00-05:00,2022-12-24T10:46:21-05:00
NFL,Kenny Pickett,QB,PIT,LV,17.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T22:57:13-05:00
NFL,Kenny Pickett,QB,PIT,LV,185.5,Pass Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T13:34:37-05:00
NFL1H,Kenny Pickett,QB,PIT,LV 1st Half,92.5,Pass Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T13:39:32-05:00
NFL,Kenny Pickett,QB,PIT,LV,13.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T17:21:32-05:00
NFL1H,Josh Jacobs,RB,LV,PIT 1st Half,9.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL,Josh Jacobs,RB,LV,PIT,16.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:45:49-05:00
NFL,Josh Jacobs,RB,LV,PIT,87.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-19T13:19:57-05:00
NFL,Josh Jacobs,RB,LV,PIT,104.5,Rush+Rec Yds,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:46:05-05:00
NFL,Josh Jacobs,RB,LV,PIT,0.5,Pass+Rush+Rec TDs,,False,2022-12-24T20:15:00-05:00,2022-12-23T12:37:17-05:00
NFL1H,Josh Jacobs,RB,LV,PIT 1st Half,43.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-19T13:19:57-05:00
NFL,Josh Jacobs,RB,LV,PIT,18.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T14:13:37-05:00
NFL1H,Najee Harris,RB,PIT,LV 1st Half,6.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:08-05:00
NFL,Najee Harris,RB,PIT,LV,60.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-22T17:42:43-05:00
NFL1H,Najee Harris,RB,PIT,LV 1st Half,30.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-22T17:42:43-05:00
NFL,Najee Harris,RB,PIT,LV,13,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:08-05:00
NFL,Najee Harris,RB,PIT,LV,15.5,Rush Attempts,,False,2022-12-24T20:15:00-05:00,2022-12-23T14:48:16-05:00
NFL,Najee Harris,RB,PIT,LV,72.5,Rush+Rec Yds,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:46:05-05:00
NFL,Najee Harris,RB,PIT,LV,8.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:56:50-05:00
NFL,Davante Adams,WR,LV,PIT,5,Receptions,,False,2022-12-24T20:15:00-05:00,2022-12-23T16:30:48-05:00
NFL1H,Davante Adams,WR,LV,PIT 1st Half,8,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL,Davante Adams,WR,LV,PIT,16.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL,Davante Adams,WR,LV,PIT,69.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-22T19:33:54-05:00
NFL1H,Davante Adams,WR,LV,PIT 1st Half,35.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-22T12:36:39-05:00
NFL1H,Diontae Johnson,WR,PIT,LV 1st Half,5.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:08-05:00
NFL1H,Diontae Johnson,WR,PIT,LV 1st Half,23.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T13:51:26-05:00
NFL,Diontae Johnson,WR,PIT,LV,46.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T13:51:26-05:00
NFL,Diontae Johnson,WR,PIT,LV,11.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:08-05:00
NFL1H,Mack Hollins,WR,LV,PIT 1st Half,16.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:44:25-05:00
NFL1H,Mack Hollins,WR,LV,PIT 1st Half,4,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL,Mack Hollins,WR,LV,PIT,32.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T11:02:54-05:00
NFL1H,Mack Hollins,WR,LV,PIT 1st Half,4,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL,Mack Hollins,WR,LV,PIT,8.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:42-05:00
NFL,George Pickens,WR,PIT,LV,9,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:08-05:00
NFL1H,George Pickens,WR,PIT,LV 1st Half,19.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T14:00:41-05:00
NFL,George Pickens,WR,PIT,LV,39.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T14:00:41-05:00
NFL1H,George Pickens,WR,PIT,LV 1st Half,4.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:26:53-05:00
NFL1H,George Pickens,WR,PIT,LV 1st Half,4.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:08-05:00
NFL1H,Darren Waller,TE,LV,PIT 1st Half,3.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T14:11:54-05:00
NFL,Darren Waller,TE,LV,PIT,7.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T14:11:54-05:00
NFL1H,Jaylen Warren,RB,PIT,LV 1st Half,12.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T11:24:24-05:00
NFL,Pat Freiermuth,TE,PIT,LV,34.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-24T08:54:35-05:00
NFL1H,Pat Freiermuth,TE,PIT,LV 1st Half,17.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-24T08:54:30-05:00
NFL,Jaylen Warren,RB,PIT,LV,9.5,Receiving Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:52:05-05:00
NFL,Jaylen Warren,RB,PIT,LV,24.5,Rush Yards,,False,2022-12-24T20:15:00-05:00,2022-12-23T10:57:54-05:00
NFL,Pat Freiermuth,TE,PIT,LV,9.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:08-05:00
NFL1H,Hunter Renfrow,WR,LV,PIT 1st Half,2.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:43-05:00
NFL,Hunter Renfrow,WR,LV,PIT,5.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:43-05:00
NFL,Jaylen Warren,RB,PIT,LV,4.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:09-05:00
NFL1H,Daniel Carlson,K,LV,PIT 1st Half,4,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:43-05:00
NFL,Daniel Carlson,K,LV,PIT,8,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:17:43-05:00
NFL,Chris Boswell,K,PIT,LV,7.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:09-05:00
NFL1H,Chris Boswell,K,PIT,LV 1st Half,3.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T12:20:09-05:00
NFL,Raiders DST,DST,LV,PIT,5.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T03:31:11-05:00
NFL,Steelers DST,DST,PIT,LV,4.5,Fantasy Score,,False,2022-12-24T20:15:00-05:00,2022-12-24T03:04:38-05:00
NFL1H,Aaron Rodgers,QB,GB,MIA 1st Half,120.5,Pass Yards,,False,2022-12-25T13:00:00-05:00,2022-12-24T01:50:38-05:00
NFL1H,Aaron Rodgers,QB,GB,MIA 1st Half,7.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:48:42-05:00
NFL,Aaron Rodgers,QB,GB,MIA,1.5,Pass TDs,,False,2022-12-25T13:00:00-05:00,2022-12-24T01:50:38-05:00
NFL,Aaron Rodgers,QB,GB,MIA,240.5,Pass Yards,,False,2022-12-25T13:00:00-05:00,2022-12-24T01:50:38-05:00
NFL,Aaron Rodgers,QB,GB,MIA,16,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:24:40-05:00
NFL1H,Tua Tagovailoa,QB,MIA,GB 1st Half,7.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:29:44-05:00
NFL,Tua Tagovailoa,QB,MIA,GB,18,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:17:58-05:00
NFL,Tua Tagovailoa,QB,MIA,GB,0.5,INT,,False,2022-12-25T13:00:00-05:00,2022-12-23T13:56:17-05:00
NFL,Tua Tagovailoa,QB,MIA,GB,270.5,Pass Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T11:04:21-05:00
NFL1H,Tua Tagovailoa,QB,MIA,GB 1st Half,135.5,Pass Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T11:04:21-05:00
NFL1H,Aaron Jones,RB,GB,MIA 1st Half,27.5,Rush Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T15:17:21-05:00
NFL1H,Aaron Jones,RB,GB,MIA 1st Half,7.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:53:24-05:00
NFL,Aaron Jones,RB,GB,MIA,16,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:23:22-05:00
NFL,Aaron Jones,RB,GB,MIA,0.5,Pass+Rush+Rec TDs,,False,2022-12-25T13:00:00-05:00,2022-12-23T12:38:28-05:00
NFL,Aaron Jones,RB,GB,MIA,54.5,Rush Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T14:50:07-05:00
NFL,Tyreek Hill,WR,MIA,GB,86.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T11:04:21-05:00
NFL1H,Tyreek Hill,WR,MIA,GB 1st Half,43.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T11:04:21-05:00
NFL,Christian Watson,WR,GB,MIA,52.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T16:28:31-05:00
NFL1H,Christian Watson,WR,GB,MIA 1st Half,26.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T16:24:48-05:00
NFL,A.J. Dillon,RB,GB,MIA,9.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:17:33-05:00
NFL,Tyreek Hill,WR,MIA,GB,0.5,Rec TDs,,False,2022-12-25T13:00:00-05:00,2022-12-23T12:38:56-05:00
NFL,Jaylen Waddle,WR,MIA,GB,63.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T11:04:21-05:00
NFL1H,Jaylen Waddle,WR,MIA,GB 1st Half,31.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T11:04:21-05:00
NFL1H,Tyreek Hill,WR,MIA,GB 1st Half,9,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:13:38-05:00
NFL,Tyreek Hill,WR,MIA,GB,18.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:19:23-05:00
NFL1H,Christian Watson,WR,GB,MIA 1st Half,5.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T13:07:26-05:00
NFL,Allen Lazard,WR,GB,MIA,42.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T16:39:40-05:00
NFL,Christian Watson,WR,GB,MIA,11,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:14:32-05:00
NFL1H,Allen Lazard,WR,GB,MIA 1st Half,21.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T18:13:47-05:00
NFL1H,Jaylen Waddle,WR,MIA,GB 1st Half,6.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:51:56-05:00
NFL,Jaylen Waddle,WR,MIA,GB,13.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:25:03-05:00
NFL1H,Allen Lazard,WR,GB,MIA 1st Half,4,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T13:30:49-05:00
NFL1H,Robert Tonyan,TE,GB,MIA 1st Half,10.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T16:42:51-05:00
NFL,Robert Tonyan,TE,GB,MIA,21.5,Receiving Yards,,False,2022-12-25T13:00:00-05:00,2022-12-23T16:17:05-05:00
NFL,Allen Lazard,WR,GB,MIA,9.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:51:14-05:00
NFL,Trent Sherfield,WR,MIA,GB,5.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:49:07-05:00
NFL,Romeo Doubs,WR,GB,MIA,7.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:21:54-05:00
NFL,Mike Gesicki,TE,MIA,GB,3.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:21:31-05:00
NFL,Randall Cobb,WR,GB,MIA,5.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:51:20-05:00
NFL,Robert Tonyan,TE,GB,MIA,4.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:15:37-05:00
NFL,Jason Sanders,K,MIA,GB,7.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:48:41-05:00
NFL1H,Jason Sanders,K,MIA,GB 1st Half,3.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:15:34-05:00
NFL1H,Mason Crosby,K,GB,MIA 1st Half,3.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T13:05:03-05:00
NFL,Mason Crosby,K,GB,MIA,6.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T12:38:50-05:00
NFL,Brandon McManus,K,DEN,LA,1.5,FG Made,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:19:14-05:00
NFL,Brandon McManus,K,DEN,LA,6.5,Kicking Points,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:29:19-05:00
NFL,Packers DST,DST,GB,MIA,3.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T03:06:29-05:00
NFL,Matt Gay,K,LA,DEN,6,Kicking Points,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:29:19-05:00
NFL,Dolphins DST,DST,MIA,GB,4.5,Fantasy Score,,False,2022-12-25T13:00:00-05:00,2022-12-24T05:27:23-05:00
NFL,Matt Gay,K,LA,DEN,1.5,FG Made,,False,2022-12-25T16:30:00-05:00,2022-12-23T14:20:46-05:00
